,director,runtime,release_year,category,cast1,cast2,cast3,genre
7633,Ã‰tienne Chatiliez,90.0,1988,0,BenoÃ®t Magimel, ValÃ©rie Lalande, Catherine Hiegel,Comedy
7634,Frank Henenlotter,86.0,1988,0,Rick Hearst, Jennifer Lowry, Gordon MacDonald,Comedy
7635,Ken Annakin,100.0,1988,0,Tami Erin, David Seaman, Cory Crow,Fantasy
7636,Brian Mills,105.0,1988,0,Jeremy Brett, Edward Hardwicke, Raymond Adamson,Drama
7637,Joseph Zito,105.0,1988,0,Dolph Lundgren, M. Emmet Walsh, Al White,Action
7638,John G. Avildsen,98.0,1988,0,Molly Ringwald, Randall Batinkoff, Kenneth Mars,Drama
7639,Fred Schepisi,120.0,1988,0,Meryl Streep, Sam Neill, Dale Reeves,Drama
7640,Penelope Spheeris,93.0,1988,0,Dave Mustaine, Ozzy Osbourne, Chris Holmes,Documentary
7641,Paul Flaherty,93.0,1988,0,George Burns, Charlie Schlatter, Tony Roberts,Fantasy
7642,Andrew Solt,100.0,1988,0,John Lennon, Yoko Ono, Paul McCartney,Documentary
7643,Bernard Rose,92.0,1988,0,Charlotte Burke, Glenne Headly, Elliott Spiers,Drama
7644,Donald G. Jackson|R.J. Kizer,88.0,1988,0,Roddy Piper, Sandahl Bergman, William Smith,Action
7645,Jonathan Kaplan,111.0,1988,0,Kelly McGillis, Jodie Foster, Bernie Coulson,Drama
7646,RamÃ³n MenÃ©ndez,103.0,1988,0,Edward James Olmos, Lou Diamond Phillips, Rosanna DeSoto,Drama
7647,Keenen Ivory Wayans,88.0,1988,0,Keenen Ivory Wayans, Bernie Casey, Isaac Hayes,Action
7648,Lawrence Kasdan,121.0,1988,0,William Hurt, Kathleen Turner, Geena Davis,Drama
7649,George Roy Hill,101.0,1988,0,Chevy Chase, Madolyn Smith Osborne," ""Kevin OMorrison""",Comedy
7650,Juan Piquer SimÃ³n,89.0,1988,0,Michael Garfield, Kim Terry, Philip MacHale,Horror
7651,Robert Bierman,103.0,1988,0,Nicolas Cage, MarÃ\xada Conchita Alonso, Jennifer Beals,Comedy
7652,Michael Ritchie,97.0,1988,0,Dan Aykroyd, Walter Matthau, Charles Grodin,Comedy
7653,Mike Nichols,106.0,1988,0,Matthew Broderick, Christopher Walken, Matt Mulhern,Comedy
7654,Dennis Hopper,120.0,1988,0,Sean Penn, Robert Duvall, MarÃ\xada Conchita Alonso,Action
7655,Brian Gilbert,98.0,1988,0,Judge Reinhold, Fred Savage, Corinne Bohrer,Comedy
7656,Sidney Lumet,116.0,1988,0,Christine Lahti, Judd Hirsch, River Phoenix,Drama
7657,Wes Craven,98.0,1988,0,Bill Pullman, Cathy Tyson, Zakes Mokae,Horror
7658,William Lustig,85.0,1988,0,Tom Atkins, Bruce Campbell, Laurene Landon,Thriller
7659,John De Bello,98.0,1988,0,Michael Villani, Harvey Weber, John De Bello,Comedy
7660,Bud Yorkin,113.0,1988,0,Dudley Moore, Liza Minnelli, John Gielgud,Comedy
7661,Fred Olen Ray,75.0,1988,0,Gunnar Hansen, Linnea Quigley, Jay Richardson,Comedy
7662,George A. Romero,113.0,1988,0,Jason Beghe, John Pankow, Kate McNeil,Thriller
7663,Renny Harlin,102.0,1988,0,Viggo Mortensen, Chelsea Field, Lane Smith,Crime
7664,Carl Schultz,97.0,1988,1,Demi Moore, Michael Biehn, JÃ¼rgen Prochnow,Thriller
7665,Stan Winston,86.0,1988,1,Lance Henriksen, Jeff East," ""John DAquino""",Horror
7666,Neil Jordan,99.0,1988,1,Steve Guttenberg, Peter OToole, Daryl Hannah,Horror
7667,James Signorelli,96.0,1988,1,Cassandra Peterson, Susan Kellermann, Jeff Conaway,Fantasy
7668,Daniel Petrie,116.0,1988,1,Don Ameche, Wilford Brimley, Courteney Cox,Comedy
7669,Chuck Russell,95.0,1988,1,Kevin Dillon, Shawnee Smith, Donovan Leitch,Horror
7670,Kenneth Johnson,110.0,1988,1,Fisher Stevens, Michael McKean, Cynthia Gibb,Comedy
7671,Alan Myerson,90.0,1988,1,Bubba Smith, David Graf, Michael Winslow,Action
7672,Charles Crichton,108.0,1988,1,John Cleese, Jamie Lee Curtis, Kevin Kline,Comedy
7673,Walter Hill,104.0,1988,1,Arnold Schwarzenegger, Jim Belushi," ""Ed ORoss""",Comedy
7674,Ron Shelton,108.0,1988,1,Kevin Costner, Susan Sarandon, Tim Robbins,Comedy
7675,Frank Oz,110.0,1988,1,Steve Martin, Michael Caine, Glenne Headly,Crime
7676,Renny Harlin,99.0,1988,1,Robert Englund, Tuesday Knight, Ken Sagoes,Horror
7677,John Cornell,110.0,1988,1,Paul Hogan, Linda Kozlowski, John Meillon,Adventure
7678,Ron Howard,126.0,1988,1,Warwick Davis, Val Kilmer, Joanne Whalley,Adventure
7679,Tom Holland,87.0,1988,1,Catherine Hicks, Chris Sarandon, Alex Vincent,Horror
7680,Richard Donner,101.0,1988,1,Bill Murray, Karen Allen, John Forsythe,Fantasy
7681,Roger Donaldson,104.0,1988,1,Tom Cruise, Bryan Brown, Elisabeth Shue,Drama
7682,Don Bluth,69.0,1988,1,Gabriel Damon, Candace Hutson, Judith Barsi,Animation
7683,Robert Zemeckis,104.0,1988,1,Bob Hoskins, Christopher Lloyd, Joanna Cassidy,Fantasy
7684,Ivan Reitman,107.0,1988,1,Arnold Schwarzenegger, Danny DeVito, Kelly Preston,Comedy
7685,George Scribner,74.0,1988,1,Joey Lawrence, Billy Joel, Cheech Marin,Animation
7686,Buddy Van Horn,91.0,1988,1,Clint Eastwood, Patricia Clarkson, Liam Neeson,Action
7687,Peter MacDonald,102.0,1988,1,Sylvester Stallone, Richard Crenna, Kurtwood Smith,Action
7688,John Landis,116.0,1988,1,Eddie Murphy, Arsenio Hall, James Earl Jones,Comedy
7689,Newt Arnold,92.0,1988,1,Jean-Claude Van Damme, Donald Gibb, Ken Siu,Action
7690,Barry Levinson,133.0,1988,1,Dustin Hoffman, Tom Cruise, Valeria Golino,Drama
7691,Tim Burton,92.0,1988,1,Geena Davis, Alec Baldwin, Winona Ryder,Fantasy
7692,Greg Beeman,90.0,1988,1,Corey Haim, Corey Feldman, Carol Kane,Comedy
7693,David Zucker,85.0,1988,1,Leslie Nielsen, Priscilla Presley, Ricardo Montalban,Action
7694,Penny Marshall,104.0,1988,1,Tom Hanks, Elizabeth Perkins, Robert Loggia,Fantasy
7695,John McTiernan,131.0,1988,1,Bruce Willis, Alan Rickman, Alexander Godunov,Action
7696,Philip Kaufman,171.0,1988,1,Daniel Day-Lewis, Juliette Binoche, Lena Olin,Comedy
7697,Michael Lehmann,102.0,1988,1,Winona Ryder, Christian Slater, Shannen Doherty,Comedy
7698,George Sluizer,107.0,1988,1,Bernard-Pierre Donnadieu, Eugene Bervoets, Johanna ter Steege,Horror
7699,Stephen Chiodo,88.0,1988,1,Grant Cramer, Suzanne Snyder, John Allen Nelson,Comedy
7700,Martin Scorsese,164.0,1988,1,Willem Dafoe, Harvey Keitel, Barbara Hershey,Drama
7701,Andrew Davis,99.0,1988,1,Steven Seagal, Pam Grier, Henry Silva,Action
7702,Martin Brest,126.0,1988,1,Robert De Niro, Charles Grodin, Yaphet Kotto,Adventure
7703,Peter Hyams,97.0,1988,1,Sean Connery, Mark Harmon, Meg Ryan,Action
7704,Aaron Norris,101.0,1988,0,Chuck Norris, Aki Aleong, Roland Harrah III,Action
7705,Terry Gilliam,126.0,1988,1,John Neville, Eric Idle, Sarah Polley,Action
7706,Gary Sherman,98.0,1988,1,Tom Skerritt, Nancy Allen," ""Heather ORourke""",Horror
7707,Roger Young,180.0,1988,1,Richard Chamberlain, Jaclyn Smith, Anthony Quayle,Action
7708,Sidney J. Furie,105.0,1988,1,Louis Gossett, Jr., Mark Humphrey,Action
7709,Allan Arkush,98.0,1988,0,Jackie Mason, Robert Stack, Dyan Cannon,Comedy
7710,Thom Eberhardt,107.0,1988,1,Michael Caine, Ben Kingsley, Jeffrey Jones,Comedy
7711,Ken Wiederhorn,89.0,1988,1,James Karen, Thom Mathews, Suzanne Snyder,Comedy
7712,Sammo Hung|Corey Yuen Kwai,102.0,1988,1,Jackie Chan, Sammo Hung, Yuen Biao,Action
7713,Stewart Raffill,95.0,1988,1,Jade Calegory, Lauren Stanley, Christine Ebersole,Family
7714,Alan Parker,128.0,1988,1,Gene Hackman, Willem Dafoe, Frances McDormand,Thriller
7715,Roman Polanski,120.0,1988,1,Harrison Ford, Emmanuelle Seigner, Betty Buckley,Thriller
7716,Richard Benjamin,108.0,1988,1,Dan Aykroyd, Kim Basinger, Jon Lovitz,Comedy
7717,Stephen Frears,119.0,1988,1,Glenn Close, John Malkovich, Michelle Pfeiffer,Drama
7718,John Carl Buechler,88.0,1988,1,Kane Hodder, Lar Park Lincoln, Susan Jennifer Sullivan,Horror
7719,Woody Allen,84.0,1988,1,Mia Farrow, Gena Rowlands, Ian Holm,Drama
7720,Jonathan Demme,104.0,1988,1,Michelle Pfeiffer, Matthew Modine, Oliver Platt,Action
7721,Craig R. Baxley,96.0,1988,1,Carl Weathers, Craig T. Nelson, Vanity,Action
7722,Dwight H. Little,88.0,1988,1,Donald Pleasence, Ellie Cornell, Danielle Harris,Horror
7723,Jim Abrahams,97.0,1988,1,Bette Midler, Lily Tomlin, Fred Ward,Comedy
7724,Graham Baker,91.0,1988,1,James Caan, Mandy Patinkin, Terence Stamp,Crime
7725,Don Coscarelli,97.0,1988,1,James Le Gros, Reggie Bannister, Angus Scrimm,Action
7726,John Carpenter,94.0,1988,1,Roddy Piper, Keith David, Meg Foster,Action
7727,Mike Nichols,114.0,1988,1,Harrison Ford, Melanie Griffith, Sigourney Weaver,Comedy
7728,Julien Temple,100.0,1988,1,Geena Davis, Jeff Goldblum, Jim Carrey,Music
7729,Annabel Jankel|Rocky Morton,96.0,1988,1,Dennis Quaid, Meg Ryan, Charlotte Rampling,Thriller
7730,John Huston,83.0,1987,0,Anjelica Huston, Donal McCann," ""Dan OHerlihy""",Drama
7731,Danny DeVito,88.0,1987,0,Danny DeVito, Billy Crystal, Kim Greist,Crime
7732,Joseph Ruben,89.0,1987,0,"""Terry OQuinn""", Jill Schoelen, Shelley Hack,Drama
7733,Joe Dante|Carl Gottlieb|Peter Horton|John Landis|Robert K. Weiss,85.0,1987,0,Arsenio Hall, Monique Gabrielle, Debby Davison,Comedy
7734,Joe Roth,98.0,1987,0,Robert Carradine, Curtis Armstrong, Larry B. Scott,Comedy
7735,Michele Soavi,90.0,1987,0,Barbara Cupisti, David Brandon, Robert Gligorov,Horror
7736,Abbas Kiarostami,83.0,1987,0,Babek Ahmed Poor, Ahmed Ahmed Poor, Kheda Barech Defai,Drama
7737,James Ivory,134.0,1987,0,James Wilby, Hugh Grant, Rupert Graves,Drama
7738,John Mackenzie,119.0,1987,0,Michael Caine, Pierce Brosnan, Ray McAnally,Action
7739,Carl Reiner,97.0,1987,0,Mark Harmon, Kirstie Alley, Courtney Thorne-Smith,Comedy
7740,Robert Townsend,93.0,1987,0,Eddie Murphy, Tatyana Ali, Billie Allen,Comedy
7741,Fred Dekker,82.0,1987,0,Andre Gower, Robby Kiger, Stephen Macht,Horror
7742,Norman Jewison,102.0,1987,1,Cher, Nicolas Cage, Vincent Gardenia,Comedy
7743,Lance Hool,97.0,1987,0,Patrick Swayze, Lisa Niemi, Anthony Zerbe,Action
7744,Richard Donner,110.0,1987,1,Mel Gibson, Danny Glover, Gary Busey,Adventure
7745,Woody Allen,82.0,1987,0,Mia Farrow, Dianne Wiest, Sam Waterston,Drama
7746,Jonathan Kaplan,108.0,1987,0,Matthew Broderick, Helen Hunt, Willie,Action
7747,Percy Adlon,95.0,1987,0,Marianne SÃ¤gebrecht, CCH Pounder, Jack Palance,Comedy
7748,Peter Yates,121.0,1987,1,Cher, Dennis Quaid, Liam Neeson,Crime
7749,Enzo Barboni,92.0,1987,0,Terence Hill, Robert Vaughn, Ross Hill,Action
7750,John McTiernan,107.0,1987,1,Arnold Schwarzenegger, Carl Weathers, Elpidia Carrillo,Science Fiction
7751,Stanley Kubrick,116.0,1987,1,Matthew Modine, Adam Baldwin," ""Vincent DOnofrio""",Drama
7752,Emile Ardolino,100.0,1987,1,Jennifer Grey, Patrick Swayze, Jerry Orbach,Drama
7753,Mel Brooks,96.0,1987,1,Mel Brooks, Rick Moranis, Bill Pullman,Comedy
7754,John Glen,130.0,1987,1,Timothy Dalton, Maryam dAbo, Jeroen KrabbÃ©,Action
7755,Paul Verhoeven,102.0,1987,1,Peter Weller, Nancy Allen, Ronny Cox,Action
7756,Steven Lisberger,93.0,1987,0,John Cusack, Robert Loggia, Jerry Stiller,Comedy
7757,Joe Camp,88.0,1987,0,Red Steagall, Frank Inn, Nancy Francis,Action
7758,Michael Gottlieb,89.0,1987,0,Andrew McCarthy, Kim Cattrall, Estelle Getty,Fantasy
7759,Tim Hunter,99.0,1987,0,Crispin Glover, Keanu Reeves, Ione Skye,Crime
7760,Robert Townsend,78.0,1987,0,Robert Townsend, Craigus R. Johnson, Helen Martin,Comedy
7761,Bruce Pittman,97.0,1987,0,Michael Ironside, Wendy Lyon, Louis Ferreira,Horror
7762,Christopher Cain,109.0,1987,0,Jim Belushi, Louis Gossett, Jr.,Action
7763,John Boorman,113.0,1987,0,Sebastian Rice-Edwards, Geraldine Muir, Sarah Miles,Drama
7764,Alan Grint,100.0,1987,0,Colin Firth, Gennie James, Barret Oliver,TV Movie
7765,Lee Harry,88.0,1987,0,Eric Freeman, James Newman, Elizabeth Kaitan,Comedy
7766,Rod Daniel,96.0,1987,0,Dudley Moore, Kirk Cameron, Margaret Colin,Comedy
7767,Y.K. Kim|Woo-sang Park,86.0,1987,0,Y.K. Kim, Vincent Hirsch, Joseph Diamand,Action
7768,Phil Joanou,97.0,1987,0,Casey Siemaszko, Annie Ryan, Richard Tyson,Comedy
7769,James Foley,92.0,1987,0,Madonna, Griffin Dunne, Bibi Besch,Comedy
7770,John Irvin,112.0,1987,0,Anthony Barrile, Michael Boatman, Don Cheadle,War
7771,John R. Cherry III,92.0,1987,0,Jim Varney, Victoria Racimo, John Vernon,Comedy
7772,Christopher Leitch,95.0,1987,0,Jason Bateman, Kim Darby, John Astin,Comedy
7773,Stephen Frears,111.0,1987,0,Gary Oldman, Alfred Molina, Vanessa Redgrave,Drama
7774,Peter Werner,106.0,1987,0,Charlie Sheen, Lara Harris, D. B. Sweeney,Action
7775,John Flynn,95.0,1987,0,James Woods, Brian Dennehy, Victoria Tennant,Action
7776,Charles Shyer,110.0,1987,0,Diane Keaton, Sam Shepard, Harold Ramis,Comedy
7777,Stuart Gordon,77.0,1987,0,Ian Patrick Williams, Carolyn Purdy-Gordon, Carrie Lorraine,Fantasy
7778,Gary Sherman,104.0,1987,0,Rutger Hauer, Gene Simmons, Eli Danker,Action
7779,Jack Gold,120.0,1987,0,Alan Arkin, Joanna Pacula, Rutger Hauer,Drama
7780,Marek Kanievska,98.0,1987,0,Andrew McCarthy, Jami Gertz, Robert Downey Jr.,Drama
7781,Richard Attenborough,157.0,1987,0,Denzel Washington, Kevin Kline, Penelope Wilton,Drama
7782,RenÃ© Laloux,83.0,1987,0,Pierre-Marie Escourrou, Catherine Chevallier, Georges Wilson,Animation
7783,Sam Raimi,84.0,1987,1,Bruce Campbell, Sarah Berry, Dan Hicks,Horror
7784,Paul Michael Glaser,101.0,1987,1,Arnold Schwarzenegger, Richard Dawson, MarÃ\xada Conchita Alonso,Action
7785,Ridley Scott,106.0,1987,0,Tom Berenger, Mimi Rogers, Lorraine Bracco,Crime
7786,William Dear,110.0,1987,1,John Lithgow, Melinda Dillon, Margaret Langrick,Comedy
7787,Peter Harris|Eric Till,48.0,1987,1,Jim Henson, Frank Oz, Dave Goelz,Family
7788,Ethan Wiley,88.0,1987,1,Arye Gross, Jonathan Stark, Royal Dano,Fantasy
7789,Fred Schepisi,107.0,1987,1,Steve Martin, Daryl Hannah, Rick Rossovich,Comedy
7790,James Toback,81.0,1987,1,Molly Ringwald, Robert Downey Jr., Dennis Hopper,Romance
7791,Bruce Robinson,107.0,1987,1,Richard E. Grant, Paul McGann, Richard Griffiths,Drama
7792,Steven Spielberg,153.0,1987,1,Christian Bale, John Malkovich, Miranda Richardson,Drama
7793,Tibor TakÃ¡cs,85.0,1987,1,Stephen Dorff, Christa Denton, Louis Tripp,Horror
7794,Steve De Jarnatt,99.0,1987,1,Melanie Griffith, David Andrews, Pamela Gidley,Science Fiction
7795,Gary Goddard,106.0,1987,1,Dolph Lundgren, Frank Langella, Meg Foster,Action
7796,Woody Allen,90.0,1987,1,Woody Allen, Mia Farrow, Jeff Daniels,Comedy
7797,Roger Donaldson,114.0,1987,1,Kevin Costner, Gene Hackman, Sean Young,Crime
7798,Herbert Ross,111.0,1987,1,Michael J. Fox, Helen Slater, Richard Jordan,Comedy
7799,Joseph Sargent,89.0,1987,1,Lorraine Gary, Lance Guest, Mario Van Peebles,Adventure
7800,Kathryn Bigelow,95.0,1987,1,Adrian Pasdar, Jenny Wright, Lance Henriksen,Horror
7801,Leonard Nimoy,102.0,1987,1,Tom Selleck, Steve Guttenberg, Ted Danson,Family
7802,Jack Sholder,96.0,1987,0,Kyle MacLachlan, Michael Nouri, Claudia Christian,Action
7803,Jerry Rees,90.0,1987,1,Jon Lovitz, Timothy Stack, Phil Hartman,Fantasy
7804,J. Michael Muro,91.0,1987,0,Mike Lackey, Bill Chepil, Vic Noto,Comedy
7805,John Carpenter,101.0,1987,0,Donald Pleasence, Lisa Blount, Victor Wong,Horror
7806,John Badham,116.0,1987,0,Richard Dreyfuss, Emilio Estevez, Madeleine Stowe,Action
7807,Clive Barker,94.0,1987,0,Andrew Robinson, Clare Higgins, Ashley Laurence,Horror
7808,Vladimir Grammatikov,99.0,1987,0,Nick Pickard, Christian Bale, Timothy Bottoms,Adventure
7809,Peter Greenaway,118.0,1987,0,Brian Dennehy, Chloe Webb, Lambert Wilson,Drama
7810,David Mamet,102.0,1987,0,Lindsay Crouse, Joe Mantegna, Mike Nussbaum,Crime
7811,Tom Mankiewicz,106.0,1987,1,Dan Aykroyd, Tom Hanks, Christopher Plummer,Action
7812,Chris Columbus,102.0,1987,1,Elisabeth Shue, Maia Brewton, Keith Coogan,Thriller
7813,Blake Edwards,95.0,1987,1,Kim Basinger, Bruce Willis, John Larroquette,Comedy
7814,Howard Deutch,95.0,1987,1,Eric Stoltz, Mary Stuart Masterson, Lea Thompson,Drama
7815,Rob Reiner,98.0,1987,1,Cary Elwes, Robin Wright, Mandy Patinkin,Adventure
7816,Chuck Russell,96.0,1987,1,Robert Englund, Patricia Arquette, Heather Langenkamp,Horror
7817,Oliver Stone,126.0,1987,1,Charlie Sheen, Michael Douglas, Martin Sheen,Crime
7818,Tony Scott,100.0,1987,1,Eddie Murphy, Judge Reinhold, John Ashton,Action
7819,Sidney J. Furie,90.0,1987,1,Christopher Reeve, Margot Kidder, Gene Hackman,Action
7820,Joel Coen,94.0,1987,1,Nicolas Cage, Holly Hunter, Trey Wilson,Comedy
7821,Brian De Palma,119.0,1987,1,Kevin Costner, Sean Connery, Robert De Niro,Crime
7822,Barry Levinson,121.0,1987,1,Robin Williams, Forest Whitaker, Tung Thanh Tran,Comedy
7823,Bernardo Bertolucci,163.0,1987,1,John Lone, Peter OToole, Joan Chen,Drama
7824,Adrian Lyne,119.0,1987,1,Michael Douglas, Glenn Close, Anne Archer,Horror
7825,Jim Drake,88.0,1987,1,Steve Guttenberg, Bubba Smith, Michael Winslow,Action
7826,Joe Dante,120.0,1987,1,Martin Short, Dennis Quaid, Meg Ryan,Action
7827,John Hughes,93.0,1987,1,Steve Martin, John Candy, Laila Robins,Comedy
7828,Alan Parker,113.0,1987,1,Mickey Rourke, Robert De Niro, Lisa Bonet,Horror
7829,Menahem Golan,93.0,1987,1,Sylvester Stallone, Robert Loggia, Rick Zumwalt,Action
7830,Matthew Robbins,106.0,1987,1,Hume Cronyn, Jessica Tandy, Frank McRae,Comedy
7831,Joel Schumacher,97.0,1987,1,Jason Patric, Corey Haim, Corey Feldman,Comedy
7832,George Miller,118.0,1987,1,Jack Nicholson, Cher, Susan Sarandon,Fantasy
7833,Michael Gornick,92.0,1987,1,George Kennedy, Dorothy Lamour, Lois Chiles,Horror
7834,Peter Jackson,91.0,1987,1,Terry Potter, Pete OHerne, Craig Smith,Action
7835,Garry Marshall,106.0,1987,1,Goldie Hawn, Kurt Russell, Edward Herrmann,Comedy
7836,Barbet Schroeder,100.0,1987,1,Mickey Rourke, Faye Dunaway, Alice Krige,Comedy
7837,James L. Brooks,133.0,1987,1,William Hurt, Albert Brooks, Holly Hunter,Comedy
7838,Paul Sommers|Carl Urbano,94.0,1987,0,Casey Kasem, Don Messick, Sorrell Booke,Animation
7839,Luis Valdez,108.0,1987,0,Lou Diamond Phillips, Danielle von Zerneck, Elizabeth PeÃ±a,Drama
7840,Ivan Reitman,116.0,1986,1,Robert Redford, Debra Winger, Daryl Hannah,Comedy
7841,Stephen King,97.0,1986,0,Emilio Estevez, Pat Hingle, Laura Harrington,Action
7842,Neil Jordan,104.0,1986,0,Bob Hoskins, Cathy Tyson, Michael Caine,Drama
7843,Anthony Perkins,93.0,1986,0,Anthony Perkins, Diana Scarwid, Jeff Fahey,Horror
7844,Fred Walton,89.0,1986,0,Deborah Foreman, Jay Baker, Pat Barlow,Horror
7845,Jonathan Demme,113.0,1986,0,Jeff Daniels, Melanie Griffith, Ray Liotta,Action
7846,Francis Ford Coppola,103.0,1986,0,Kathleen Turner, Nicolas Cage, Barry Miller,Comedy
7847,J. Lee Thompson,104.0,1986,0,Chuck Norris, Louis Gossett, Jr.,Action
7848,James Ivory,117.0,1986,0,Maggie Smith, Helena Bonham Carter, Denholm Elliott,Drama
7849,Jim McBride,102.0,1986,0,Dennis Quaid, Ellen Barkin, Ned Beatty,Drama
7850,Harley Cokeliss,100.0,1986,0,Tommy Lee Jones, Linda Hamilton, Robert Vaughn,Science Fiction
7851,Paul Mazursky,103.0,1986,1,Nick Nolte, Bette Midler, Richard Dreyfuss,Comedy
7852,Penny Marshall,100.0,1986,1,Whoopi Goldberg, Stephen Collins, Jonathan Pryce,Romance
7853,Nelson Shin,84.0,1986,1,Judd Nelson, Peter Cullen, Frank Welker,Animation
7854,Garry Marshall,118.0,1986,1,Tom Hanks, Jackie Gleason, Eva Marie Saint,Drama
7855,Roland JoffÃ©,126.0,1986,1,Robert De Niro, Jeremy Irons, Ray McAnally,Adventure
7856,David Anspaugh,114.0,1986,1,Gene Hackman, Barbara Hershey, Dennis Hopper,Drama
7857,Tom McLoughlin,86.0,1986,1,Thom Mathews, Jennifer Cooke, David Kagen,Horror
7858,Jim Jarmusch,107.0,1986,1,Tom Waits, John Lurie, Roberto Benigni,Crime
7859,John McNaughton,83.0,1986,0,Michael Rooker, Tracy Arnold, Tom Towles,Horror
7860,John Guillermin|Charles McCracken,105.0,1986,1,Linda Hamilton, Brian Kerwin, John Ashton,Action
7861,Robert Mandel,109.0,1986,0,Bryan Brown, Brian Dennehy, Diane Venora,Crime
7862,James Foley,111.0,1986,0,Sean Penn, Christopher Walken, Mary Stuart Masterson,Crime
7863,Hal Needham,91.0,1986,0,Bill Allen, Lori Loughlin, Talia Shire,Drama
7864,Marshall Brickman,118.0,1986,0,John Lithgow, Christopher Collet, Cynthia Nixon,Science Fiction
7865,Peter Hyams,107.0,1986,0,Gregory Hines, Billy Crystal, Steven Bauer,Thriller
7866,Christopher Morahan,96.0,1986,0,John Cleese, Sharon Maiden, Alison Steadman,Comedy
7867,Tobe Hooper,100.0,1986,0,Karen Black, Hunter Carson, Timothy Bottoms,Science Fiction
7868,Steve Miner,93.0,1986,0,William Katt, George Wendt, Richard Moll,Comedy
7869,Wes Craven,91.0,1986,0,Matthew Laborteaux, Kristy Swanson, Michael Sharrett,Mystery
7870,Gus Van Sant,78.0,1986,0,Doug Cooeyate, Tim Streeter, Sam Downey,Drama
7871,Jeff Kanew,104.0,1986,0,Burt Lancaster, Kirk Douglas, Charles Durning,Comedy
7872,Ron Howard,111.0,1986,0,Michael Keaton, Gedde Watanabe, George Wendt,Comedy
7873,Mike Nichols,108.0,1986,0,Meryl Streep, Jack Nicholson, Jeff Daniels,Comedy
7874,Alan Metter,96.0,1986,0,Rodney Dangerfield, Keith Gordon, William Zabka,Comedy
7875,Tobe Hooper,101.0,1986,0,Dennis Hopper, Caroline Williams, Jim Siedow,Horror
7876,Charles Martin Smith,98.0,1986,0,Marc Price, Tony Fields, Lisa Orgolini,Horror
7877,Mike Marvin,93.0,1986,0,Charlie Sheen, Nick Cassavetes, Sherilyn Fenn,Romance
7878,Peter Weir,119.0,1986,1,Harrison Ford, Helen Mirren, River Phoenix,Adventure
7879,Stuart Gordon,86.0,1986,1,Jeffrey Combs, Barbara Crampton, Ken Foree,Horror
7880,Corey Yuen Kwai,85.0,1986,1,Kurt McKinney, Jean-Claude Van Damme, J.W. Fails,Action
7881,Oliver Stone,123.0,1986,1,James Woods, Jim Belushi, Michael Murphy,Drama
7882,Jim Wynorski,77.0,1986,0,Kelli Maroney, Tony ODell, Barbara Crampton,Horror
7883,Fred Dekker,88.0,1986,0,Jason Lively, Steve Marshall, Jill Whitlow,Comedy
7884,Michael Chapman,98.0,1986,0,Daryl Hannah, Pamela Reed, James Remar,Adventure
7885,Derek Jarman,93.0,1986,0,Nigel Terry, Tilda Swinton, Sean Bean,Drama
7886,John Carl Buechler,82.0,1986,0,Noah Hathaway, Michael Moriarty, Julia Louis-Dreyfus,Fantasy
7887,Richard Pearce,106.0,1986,0,Richard Gere, Kim Basinger, Jeroen KrabbÃ©,Action
7888,Menahem Golan,125.0,1986,0,Chuck Norris, Lee Marvin, Shelley Winters,Action
7889,Sidney J. Furie,117.0,1986,0,Louis Gossett, Jr., Jason Gedrick,Action
7890,Jerry Paris,83.0,1986,1,Steve Guttenberg, Bubba Smith, David Graf,Action
7891,Bertrand Tavernier,133.0,1986,0,Dexter Gordon, FranÃ§ois Cluzet, Gabrielle Haker,Drama
7892,Kevin Tenney,98.0,1986,0,Stephen Nichols, Tawny Kitaen, Todd Allen,Horror
7893,Howard Deutch,96.0,1986,1,Molly Ringwald, Jon Cryer, Andrew McCarthy,Comedy
7894,Alex Cox,112.0,1986,1,Gary Oldman, Chloe Webb, David Hayman,Drama
7895,Walter Hill,99.0,1986,1,Ralph Macchio, Joe Seneca, Jami Gertz,Drama
7896,Lamberto Bava,91.0,1986,1,David Edwin Knight, Nancy Brilli, Coralina Cataldi-Tassoni,Horror
7897,Woody Allen,107.0,1986,1,Woody Allen, Michael Caine, Mia Farrow,Comedy
7898,Mark L. Lester,88.0,1986,0,John Candy, Eugene Levy, Robert Loggia,Action
7899,Gene Wilder,82.0,1986,0,Gene Wilder, Gilda Radner, Dom DeLuise,Comedy
7900,Randa Haines,119.0,1986,0,Marlee Matlin, William Hurt, Philip Bosco,Drama
7901,BÃ©la Ternovszky,96.0,1986,0,MiklÃ³s Benedek, LÃ¡szlÃ³ SinkÃ³, Gyula Bodrogi,Animation
7902,Stephen Herek,82.0,1986,1,Dee Wallace, M. Emmet Walsh, Billy Green Bush,Comedy
7903,Ted Nicolaou,83.0,1986,0,Diane Franklin, Gerrit Graham, Mary Woronov,Horror
7904,Michael Mann,119.0,1986,0,William Petersen, Kim Greist, Dennis Farina,Crime
7905,Richard Wenk,93.0,1986,0,Chris Makepeace, Sandy Baron, Robert Rusler,Comedy
7906,Ken Russell,84.0,1986,0,Gabriel Byrne, Julian Sands, Natasha Richardson,Drama
7907,Julien Temple,108.0,1986,0,"""Eddie OConnell""", Patsy Kensit, David Bowie,Fantasy
7908,Brian Trenchard-Smith,87.0,1986,0,Ned Manning, Natalie McCurry, Peter Whitford,Action
